clasificacion_sugerida,motivo,modelo_excel,descripcion_excel,cantidad_a_importar,tienda,bodega,inventario_fisico_final,codigo_existente_sugerido,producto_existente_sugerido,score,score_descripcion,score_tokens,fuente_existente,source_row_excel
to_create,No hay coincidencia suficiente por código ni descripción.,BCR150,Bascula electronica Tipo plataforma de 150kg,3.0,3.0,0.0,3.0,846763,"Kit de Control electronico W/PROBE, sustituido por 844950",48.0,48.0,0.0,products-all.csv,62
to_create,No hay coincidencia suficiente por código ni descripción.,PMCHAZUL,Perilla metalica chica azul QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-R,Perilla para estufa roja,47.5,47.5,14.3,products-all.csv,471
to_create,No hay coincidencia suficiente por código ni descripción.,PMTA,Perilla metalica tipo asber QUEMAID,4.0,5.0,0.0,4.0,835384,Sellador de silicon TRUE,47.5,47.5,0.0,products-all.csv,474
to_create,No hay coincidencia suficiente por código ni descripción.,VAEBV,Valvula alta presión economica bastago grueso uso rudo volante,5.0,0.0,0.0,5.0,VAL-DORM1/2,"Válvula de bola de gas de paso de 1/2"" DORMONT",46.7,46.7,7.7,products-all.csv,142
to_create,No hay coincidencia suficiente por código ni descripción.,TCABOS0002,Tarjeta electronica HC SANSON/ASSERT,1.0,1.0,0.0,1.0,037439,Tarjeta de control para deshidratador WARING/WDH10,46.5,46.5,11.1,products-all.csv,498
to_create,No hay coincidencia suficiente por código ni descripción.,ED,"Esprea alta presión drago 1/4"" NPT x 1/"" 20",13.0,8.0,0.0,13.0,70100801619L,Micro switch para horno DRAGO 21A 250V,46.2,46.2,9.1,products-all.csv,126
to_create,No hay coincidencia suficiente por código ni descripción.,EB,"Esprea barber 35mm 1/8"" NPT",5.0,0.0,0.0,5.0,TUERCA-5/8,Tuerca de 5/8,46.2,46.2,0.0,products-all.csv,127
to_create,No hay coincidencia suficiente por código ni descripción.,ATMR20,"Fusible 600V, 20A rápido 10 x 38",3.0,3.0,0.0,3.0,ATQR25,Fusible de ceramica para horno,45.9,45.9,12.5,products-all.csv,172
to_create,No hay coincidencia suficiente por código ni descripción.,959083,Compressor Overload True MST16AFN-3265,1.0,1.0,0.0,1.0,PER-30-120,Perilla para termostato 30-120,44.1,44.1,0.0,products-all.csv,259
to_create,No hay coincidencia suficiente por código ni descripción.,VCRG36-M2,"Plancha a gas de 36"" ME2402220HB, ME2401083HB, ME2502060HB, ME2502061HB",1.0,1.0,0.0,1.0,VCRG24-M,"""Plancha Encimera a gas de 24",40.0,40.0,22.2,products-all.csv,89
to_create,No hay coincidencia suficiente por código ni descripción.,41-224,Encendedor de superficie SOUTHBEND RANGE Modelo BGS CG GB GS SLGB STRG,1.0,1.0,0.0,1.0,807408,Sensor de desescarche 2 polos con capilar de 5,39.7,39.7,0.0,products-all.csv,515
to_create,No hay coincidencia suficiente por código ni descripción.,LG300-2,"Freidora a gas 16kg  ME2310092HB, ME2406338HB, ME2310100HB, ME2402066HB, ME2406334HB, ME2406445HB, ME2406444HB",3.0,1.0,2.0,3.0,LG300,Freidora a gas 16kg,31.1,31.1,30.0,products-all.csv,78
